Timestamp [HH;MM;SS], Xacc [m/s^2], Yacc [m/s^2], Zacc [m/s^2], Tvar [C], Engine load [%], Coolant temp [C], Intake pressure [kPa], Engine speed [RPM], Vehicle speed [km/h], Intake air temp [C], Distance with MIL [km], MAF [g/s], Fuel pressure [kPa]
12;49;03, 0.863, 0.353, 10.045, 11.000, 23.0, 73, 250, 744, 0, 21, 74, 6, 219
12;49;06, 0.706, 0.353, 9.457, 8.000, 23.0, 73, 250, 744, 0, 21, 74, 7, 219
12;49;08, 0.746, 0.353, 9.732, 8.000, 23.0, 73, 250, 747, 0, 21, 74, 6, 219
12;49;10, 1.020, 0.275, 10.163, 8.000, 23.0, 73, 250, 750, 0, 21, 74, 7, 219
12;49;13, 1.059, 0.510, 10.163, 8.000, 24.0, 73, 250, 748, 0, 21, 74, 6, 219
12;49;15, 0.863, 0.392, 9.535, 8.000, 23.0, 73, 250, 749, 0, 21, 74, 6, 219
12;49;17, 1.138, 1.491, 9.771, 8.000, 33.0, 73, 250, 933, 1, 21, 74, 8, 260
12;49;20, 0.942, 0.549, 10.085, 8.000, 23.0, 73, 250, 841, 6, 21, 74, 7, 234
12;49;22, 0.706, 0.628, 9.575, 8.000, 23.0, 73, 250, 851, 6, 21, 74, 7, 231
12;49;25, 1.216, 0.746, 9.967, 8.000, 24.0, 73, 250, 870, 7, 22, 74, 8, 235
12;49;27, 0.785, 0.981, 9.928, 8.000, 29.0, 73, 250, 1012, 8, 22, 74, 12, 355
12;49;29, 1.099, 1.373, 10.006, 8.000, 21.0, 73, 250, 1445, 12, 22, 74, 10, 259
12;49;31, 1.334, -0.942, 9.692, 7.000, 25.0, 73, 250, 846, 11, 22, 74, 9, 234
12;49;34, 0.549, 0.589, 9.692, 8.000, 23.0, 73, 250, 867, 10, 22, 74, 7, 231
12;49;36, 0.628, 0.549, 9.221, 8.000, 23.0, 73, 250, 864, 9, 22, 74, 8, 233
12;49;39, 1.099, 0.078, 9.221, 9.000, 23.0, 73, 250, 855, 8, 22, 74, 8, 234
12;49;41, 0.785, -0.942, 10.791, 7.000, 24.0, 73, 250, 843, 8, 22, 74, 8, 233
12;49;43, 0.628, 0.353, 10.438, 7.000, 23.0, 73, 250, 849, 7, 22, 74, 7, 231
12;49;45, 0.903, 0.628, 9.182, 7.000, 23.0, 73, 250, 847, 7, 22, 74, 8, 232
12;49;48, 1.020, 0.628, 9.418, 8.000, 23.0, 73, 250, 855, 5, 22, 74, 9, 233
12;49;50, 0.589, 0.275, 9.810, 7.000, 24.0, 73, 250, 854, 3, 22, 74, 8, 234
12;49;53, 1.138, 0.392, 10.085, 7.000, 23.0, 74, 250, 854, 5, 22, 74, 7, 234
12;49;55, 0.589, 0.235, 9.928, 8.000, 24.0, 74, 250, 846, 6, 22, 74, 8, 233
12;49;57, 1.177, 0.628, 9.928, 8.000, 23.0, 74, 250, 850, 5, 22, 74, 8, 233
12;50;00, 0.314, 0.471, 9.692, 8.000, 24.0, 74, 250, 849, 6, 22, 74, 8, 234
12;50;02, 0.628, -0.196, 10.516, 7.000, 24.0, 74, 250, 846, 6, 22, 74, 7, 236
12;50;04, 0.785, 0.078, 10.516, 8.000, 24.0, 74, 250, 841, 5, 22, 74, 8, 233
12;50;07, 0.981, 0.314, 9.457, 8.000, 23.0, 74, 250, 850, 2, 22, 74, 8, 234
12;50;09, 0.549, 0.432, 9.614, 7.000, 24.0, 74, 250, 847, 1, 22, 74, 8, 233
12;50;11, 1.020, 0.078, 9.653, 8.000, 20.0, 74, 250, 849, 0, 22, 74, 6, 219
12;50;13, 0.863, 0.196, 9.378, 7.000, 23.0, 74, 250, 752, 0, 22, 74, 7, 219
12;50;16, 0.667, 0.549, 10.085, 8.000, 32.0, 74, 250, 1199, 0, 22, 74, 8, 268
12;50;18, 0.785, 0.903, 9.104, 8.000, 40.0, 74, 250, 1122, 9, 22, 74, 14, 423
12;50;20, 1.491, 0.903, 10.438, 8.000, 26.0, 74, 250, 1595, 13, 22, 74, 19, 491
12;50;23, 0.785, -0.353, 9.025, 8.000, 0.0, 74, 250, 1475, 13, 22, 74, 14, 241
12;50;25, 0.746, 0.432, 9.653, 7.000, 26.0, 74, 250, 870, 7, 22, 74, 8, 238
12;50;27, 1.177, 0.432, 10.320, 8.000, 23.0, 74, 250, 852, 7, 22, 74, 8, 232
12;50;30, 1.216, 0.275, 9.418, 8.000, 24.0, 74, 250, 851, 4, 22, 74, 8, 234
12;50;32, 0.824, 1.020, 8.907, 8.000, 23.0, 74, 250, 786, 0, 22, 74, 6, 218
12;50;34, 0.549, 0.392, 10.752, 7.000, 22.0, 75, 250, 747, 0, 22, 74, 6, 221
12;50;37, 0.903, 0.235, 10.673, 8.000, 23.0, 75, 250, 750, 0, 22, 74, 7, 216
12;50;39, 0.628, 0.746, 9.496, 8.000, 36.0, 75, 250, 1019, 1, 23, 74, 7, 297
12;50;42, 0.746, 1.491, 10.085, 8.000, 32.0, 75, 250, 1071, 9, 23, 74, 13, 378
12;50;44, 0.432, 0.903, 10.399, 8.000, 35.0, 75, 250, 1537, 12, 23, 74, 20, 566
12;50;46, 0.667, 0.942, 10.320, 7.000, 23.0, 75, 250, 2030, 17, 23, 74, 24, 257
12;50;49, 0.706, 0.039, 10.045, 8.000, 8.0, 75, 250, 1446, 13, 23, 74, 14, 268
12;50;51, 0.549, 0.078, 9.614, 8.000, 18.0, 75, 250, 1032, 9, 23, 74, 8, 239
12;50;53, 1.099, 0.392, 10.516, 8.000, 23.0, 75, 250, 850, 7, 23, 74, 7, 233
12;50;56, 0.824, 0.589, 9.888, 8.000, 23.0, 75, 250, 850, 6, 23, 74, 8, 232
12;50;58, 0.549, 1.177, 9.614, 7.000, 30.0, 75, 250, 946, 5, 23, 74, 9, 269
12;51;00, 0.785, 0.667, 9.849, 7.000, 27.0, 75, 250, 1032, 8, 23, 74, 10, 246
12;51;03, 0.863, 0.157, 9.653, 8.000, 23.0, 75, 250, 841, 7, 23, 74, 8, 233
12;51;05, 1.059, 0.353, 9.849, 7.000, 24.0, 76, 250, 853, 1, 23, 74, 8, 231
12;51;07, 0.785, 0.549, 9.300, 8.000, 23.0, 76, 250, 746, 0, 23, 74, 6, 219
12;51;10, 0.706, 0.314, 9.653, 8.000, 22.0, 76, 250, 750, 0, 23, 74, 6, 219
12;51;12, 0.785, 0.471, 9.418, 8.000, 22.0, 76, 250, 751, 0, 23, 74, 7, 218
12;51;14, 0.785, 0.549, 9.457, 8.000, 21.0, 76, 250, 747, 0, 23, 74, 6, 219
12;51;17, 0.824, 0.746, 9.378, 8.000, 22.0, 76, 250, 749, 0, 23, 74, 6, 219
12;51;19, 0.746, 0.667, 9.221, 8.000, 23.0, 76, 250, 750, 0, 23, 74, 7, 218
12;51;21, 0.746, 0.706, 9.339, 8.000, 23.0, 76, 250, 752, 0, 23, 74, 6, 218
12;51;24, 0.903, 0.667, 9.771, 7.000, 22.0, 76, 250, 748, 0, 23, 74, 6, 220
12;51;26, 0.824, 0.667, 10.045, 8.000, 21.0, 76, 250, 747, 0, 23, 74, 7, 221
12;51;28, 0.746, 0.510, 10.320, 8.000, 21.0, 76, 250, 751, 0, 23, 74, 6, 219
12;51;31, 0.589, 0.628, 9.732, 8.000, 21.0, 76, 250, 747, 0, 23, 74, 7, 220
12;51;33, 0.549, 0.471, 10.634, 8.000, 22.0, 76, 250, 752, 0, 24, 74, 7, 220
12;51;36, 0.667, 0.628, 9.457, 8.000, 21.0, 76, 250, 746, 0, 23, 74, 6, 220
12;51;38, 1.020, 0.510, 10.242, 8.000, 22.0, 76, 250, 750, 0, 24, 74, 7, 219
12;51;40, 0.746, 0.510, 9.653, 9.000, 22.0, 76, 250, 748, 0, 24, 74, 6, 221
12;51;43, 0.549, 0.471, 10.516, 8.000, 22.0, 76, 250, 748, 0, 24, 74, 7, 220
12;51;45, 0.824, 0.628, 9.496, 8.000, 21.0, 76, 250, 750, 0, 24, 74, 7, 218
12;51;48, 1.020, 0.589, 10.045, 9.000, 22.0, 76, 250, 750, 0, 24, 74, 6, 218
12;51;50, 0.510, 0.353, 10.752, 8.000, 22.0, 76, 250, 752, 0, 24, 74, 6, 216
12;51;53, 0.824, 0.667, 9.378, 8.000, 22.0, 76, 250, 753, 0, 24, 74, 6, 218
12;51;55, -0.196, 1.334, 9.457, 8.000, 31.0, 77, 250, 1379, 0, 24, 74, 14, 405
12;51;57, 0.471, 1.138, 9.849, 8.000, 45.0, 76, 250, 971, 7, 24, 74, 11, 375
12;52;00, 0.353, 0.392, 9.771, 8.000, 12.0, 77, 250, 1132, 11, 24, 74, 8, 233
12;52;02, 1.216, 0.118, 11.183, 8.000, 20.0, 77, 250, 882, 9, 24, 74, 8, 233
12;52;05, 0.863, 1.020, 10.830, 7.000, 30.0, 77, 250, 846, 7, 24, 74, 8, 245
12;52;07, 0.549, 0.471, 10.359, 9.000, 28.0, 77, 250, 843, 7, 24, 74, 8, 238
12;52;10, 0.981, 0.471, 9.732, 8.000, 20.0, 77, 250, 855, 5, 24, 74, 8, 230
12;52;12, 0.628, 0.746, 10.281, 7.000, 34.0, 77, 250, 848, 2, 24, 74, 13, 389
12;52;14, 1.059, 0.824, 10.202, 8.000, 31.0, 77, 250, 1330, 4, 24, 74, 10, 246
12;52;17, 1.059, 0.510, 9.928, 8.000, 20.0, 77, 250, 850, 2, 24, 74, 8, 230
12;52;19, 1.138, 1.138, 9.535, 8.000, 29.0, 77, 250, 1584, 0, 24, 74, 18, 493
12;52;21, 1.099, 0.353, 9.732, 8.000, 24.0, 77, 250, 856, 1, 24, 74, 8, 223
12;52;24, 0.746, 0.942, 9.771, 9.000, 21.0, 76, 250, 754, 0, 24, 74, 6, 218
12;52;26, 0.706, 1.609, 9.732, 8.000, 32.0, 76, 250, 2209, 0, 24, 74, 18, 451
12;52;28, 0.196, 1.884, 9.888, 8.000, 51.0, 75, 250, 1086, 9, 24, 74, 15, 438
12;52;31, -0.392, 0.746, 9.261, 9.000, 25.0, 75, 250, 1550, 13, 24, 74, 14, 267
12;52;33, 0.432, -0.275, 10.830, 7.000, 23.0, 74, 250, 860, 9, 24, 74, 8, 239
12;52;35, 1.020, 0.589, 9.771, 8.000, 22.0, 73, 250, 859, 5, 24, 74, 8, 232
12;52;38, 0.471, 0.746, 9.653, 8.000, 29.0, 73, 250, 879, 2, 24, 74, 11, 361
12;52;40, 0.824, 0.314, 10.124, 8.000, 21.0, 73, 250, 896, 3, 24, 74, 8, 238
12;52;42, 0.863, 0.667, 10.202, 9.000, 22.0, 73, 250, 774, 0, 24, 74, 6, 219
12;52;45, 0.863, 1.138, 9.261, 8.000, 22.0, 73, 250, 750, 0, 24, 74, 7, 218
12;52;47, 0.706, 0.903, 9.378, 8.000, 22.0, 73, 250, 749, 0, 24, 74, 7, 218
12;52;49, 0.667, 0.746, 10.242, 9.000, 21.0, 73, 250, 750, 0, 24, 74, 6, 221
12;52;52, 0.785, 0.903, 9.810, 8.000, 21.0, 73, 250, 748, 0, 24, 74, 7, 221
12;52;54, 0.785, 0.981, 9.182, 8.000, 21.0, 73, 250, 752, 0, 24, 74, 6, 220
12;52;56, 0.863, 0.863, 10.045, 8.000, 21.0, 73, 250, 746, 0, 24, 74, 6, 220
12;52;59, 0.824, 0.746, 9.967, 9.000, 21.0, 73, 250, 749, 0, 24, 74, 6, 220
12;53;01, 0.785, 1.020, 9.614, 8.000, 22.0, 74, 250, 749, 0, 24, 74, 7, 217
12;53;03, 0.706, 0.746, 9.771, 8.000, 22.0, 74, 250, 752, 0, 24, 74, 6, 219
12;53;06, 0.981, 0.863, 10.006, 8.000, 21.0, 74, 250, 748, 0, 24, 74, 6, 218
12;53;08, 0.863, 0.706, 10.163, 9.000, 21.0, 74, 250, 751, 0, 24, 74, 7, 217
12;53;10, 0.824, 0.706, 10.045, 8.000, 22.0, 74, 250, 750, 0, 25, 74, 7, 219
12;53;13, 0.785, 1.099, 9.064, 9.000, 21.0, 74, 250, 748, 0, 25, 74, 7, 221
12;53;15, 0.785, 1.020, 9.535, 8.000, 22.0, 74, 250, 749, 0, 25, 74, 7, 224
12;53;17, 0.824, 0.824, 9.732, 8.000, 22.0, 74, 250, 752, 0, 25, 74, 6, 221
12;53;20, 0.706, 0.863, 9.575, 9.000, 21.0, 74, 250, 747, 0, 25, 74, 7, 219
12;53;22, 0.667, 0.942, 9.732, 8.000, 21.0, 74, 250, 746, 0, 25, 74, 6, 219
12;53;24, 0.824, 1.020, 9.064, 7.000, 43.0, 74, 250, 1320, 0, 25, 74, 17, 531
12;53;27, 0.942, 1.805, 11.144, 8.000, 67.0, 74, 250, 1194, 7, 25, 74, 17, 602
12;53;29, -0.196, 2.276, 9.339, 8.000, 4.0, 74, 250, 2089, 18, 25, 74, 16, 252
12;53;31, 0.903, 0.432, 9.575, 9.000, 44.0, 74, 250, 1065, 17, 25, 74, 11, 380
12;53;34, 0.392, 1.099, 8.907, 8.000, 1.0, 74, 250, 1146, 19, 25, 74, 11, 240
12;53;36, 0.353, -0.510, 10.438, 8.000, 23.0, 74, 250, 835, 14, 25, 74, 7, 237
12;53;38, 0.196, 0.196, 10.124, 8.000, 34.0, 74, 250, 898, 14, 25, 74, 9, 253
12;53;41, 1.256, -0.353, 9.928, 8.000, 23.0, 74, 250, 852, 13, 25, 74, 8, 239
12;53;43, 1.216, 0.628, 9.221, 10.000, 23.0, 74, 250, 848, 9, 25, 74, 8, 233
12;53;45, 0.196, 0.471, 9.928, 8.000, 23.0, 74, 250, 852, 8, 25, 74, 8, 230
12;53;48, 0.235, 0.235, 9.967, 8.000, 23.0, 74, 250, 851, 7, 25, 74, 7, 232
12;53;50, 0.510, 0.235, 9.692, 8.000, 23.0, 74, 250, 851, 6, 25, 74, 8, 233
12;53;52, 0.000, 0.196, 10.242, 8.000, 27.0, 74, 250, 823, 5, 25, 74, 8, 232
12;53;55, 0.667, 0.785, 9.692, 8.000, 26.0, 74, 250, 902, 7, 25, 74, 9, 256
12;53;57, -0.196, 0.824, 10.085, 8.000, 32.0, 74, 250, 1123, 9, 25, 74, 13, 389
12;53;59, 0.353, 0.981, 9.810, 8.000, 28.0, 74, 250, 1378, 11, 25, 74, 17, 447
12;54;02, 0.314, 0.981, 9.810, 8.000, 27.0, 74, 250, 1692, 14, 25, 74, 21, 259
12;54;04, 1.491, 0.471, 9.064, 8.000, 24.0, 74, 250, 848, 15, 25, 74, 7, 232
12;54;06, 1.138, 0.667, 10.202, 9.000, 34.0, 74, 250, 825, 13, 25, 74, 7, 262
12;54;09, 0.196, 0.785, 9.888, 8.000, 26.0, 74, 250, 978, 16, 25, 74, 10, 244
12;54;11, 0.432, 0.785, 10.752, 8.000, 22.0, 74, 250, 873, 14, 25, 74, 8, 234
12;54;13, 1.177, 0.157, 9.888, 8.000, 23.0, 74, 250, 851, 13, 25, 74, 8, 234
12;54;16, 0.706, 0.314, 9.261, 9.000, 23.0, 74, 250, 848, 6, 25, 74, 8, 233
12;54;18, 0.118, 0.157, 10.163, 9.000, 23.0, 74, 250, 850, 3, 25, 74, 8, 233
12;54;20, 0.510, 0.353, 9.849, 8.000, 24.0, 74, 250, 851, 1, 25, 74, 8, 233
12;54;23, 0.000, 1.099, 9.692, 8.000, 43.0, 74, 250, 914, 4, 25, 74, 8, 279
12;54;25, -0.118, 0.549, 11.380, 9.000, 21.0, 74, 250, 1189, 10, 25, 74, 13, 348
12;54;27, 0.196, -0.510, 11.026, 8.000, 17.0, 74, 250, 1154, 10, 25, 74, 11, 283
12;54;30, 0.392, 0.000, 10.438, 8.000, 23.0, 74, 250, 980, 8, 25, 74, 10, 268
12;54;32, 0.039, 0.039, 10.595, 8.000, 25.0, 74, 250, 959, 8, 25, 74, 10, 312
12;54;34, 1.373, 0.746, 9.535, 8.000, 27.0, 74, 250, 1223, 10, 25, 74, 13, 323
12;54;37, 0.118, 0.275, 9.143, 9.000, 19.0, 74, 250, 1170, 10, 25, 74, 12, 310
12;54;39, 0.706, 0.510, 11.105, 8.000, 21.0, 74, 250, 1093, 9, 26, 74, 10, 297
12;54;42, 0.196, 0.824, 9.535, 8.000, 21.0, 74, 250, 876, 8, 26, 74, 8, 234
12;54;44, 0.746, 0.000, 9.967, 8.000, 23.0, 74, 250, 851, 3, 26, 74, 9, 234
12;54;46, 0.353, 0.275, 9.967, 8.000, 23.0, 74, 250, 850, 1, 26, 74, 7, 232
12;54;49, 0.549, 0.471, 10.085, 8.000, 22.0, 74, 250, 752, 0, 26, 74, 7, 219
12;54;51, 0.432, 0.471, 10.477, 9.000, 21.0, 74, 250, 748, 0, 26, 74, 6, 220
12;54;53, 0.432, 0.706, 9.732, 8.000, 21.0, 74, 250, 748, 0, 26, 74, 6, 217
12;54;55, 0.785, 0.510, 9.535, 9.000, 21.0, 74, 250, 750, 0, 26, 74, 6, 219
12;54;58, 0.432, 0.589, 9.692, 8.000, 21.0, 74, 250, 752, 0, 26, 74, 7, 219
12;55;00, 0.196, 0.353, 10.085, 9.000, 32.0, 74, 250, 910, 0, 26, 74, 11, 338
12;55;02, 0.078, 1.413, 10.124, 9.000, 32.0, 74, 250, 1044, 2, 26, 74, 10, 264
12;55;05, 0.000, 0.157, 10.399, 9.000, 22.0, 74, 250, 849, 3, 26, 74, 8, 232
12;55;07, 0.235, 0.432, 10.006, 8.000, 22.0, 74, 250, 755, 0, 26, 74, 7, 217
12;55;09, 0.628, 0.510, 10.163, 9.000, 22.0, 74, 250, 750, 0, 26, 74, 6, 217
12;55;12, 0.353, 0.432, 10.438, 9.000, 21.0, 74, 250, 749, 0, 26, 74, 6, 220
12;55;14, 0.471, 0.942, 10.124, 8.000, 38.0, 74, 250, 1268, 0, 26, 74, 13, 386
12;55;16, 0.667, 2.354, 9.849, 8.000, 55.0, 74, 250, 1522, 11, 26, 74, 22, 698
12;55;19, 0.824, 0.746, 9.457, 10.000, 33.0, 74, 250, 2297, 19, 26, 74, 26, 328
12;55;21, 1.295, -0.157, 10.006, 9.000, 1.0, 74, 250, 2001, 18, 26, 74, 20, 242
12;55;23, 0.196, 0.078, 9.575, 9.000, 18.0, 74, 250, 1593, 14, 26, 74, 16, 246
12;55;26, -0.039, -0.039, 9.064, 8.000, 24.0, 74, 250, 1266, 10, 26, 74, 15, 441
12;55;28, 0.196, 0.589, 9.732, 8.000, 23.0, 74, 250, 1625, 14, 26, 74, 19, 362
12;55;31, -0.314, 0.235, 10.595, 8.000, 17.0, 74, 250, 1638, 14, 26, 74, 19, 316
12;55;33, 0.078, -0.392, 9.457, 9.000, 14.0, 74, 250, 1253, 11, 26, 74, 12, 324
12;55;36, -0.628, 1.099, 9.182, 9.000, 20.0, 74, 250, 1298, 11, 26, 74, 11, 247
12;55;38, 0.432, -0.903, 10.045, 9.000, 23.0, 75, 250, 846, 1, 26, 74, 7, 217
12;55;40, 0.157, 0.392, 10.399, 8.000, 32.0, 75, 250, 963, 0, 26, 74, 15, 461
12;55;43, 0.510, 0.157, 10.124, 8.000, 24.0, 75, 250, 858, 5, 26, 74, 8, 236
12;55;45, 0.942, 1.491, 10.281, 10.000, 44.0, 75, 250, 1352, 2, 26, 74, 13, 460
12;55;48, 0.628, 0.863, 11.733, 9.000, 30.0, 75, 250, 1908, 16, 27, 74, 24, 552
12;55;50, 0.785, -0.275, 10.359, 9.000, 7.0, 75, 250, 1837, 16, 27, 74, 19, 299
12;55;53, 1.020, 0.785, 9.261, 9.000, 19.0, 75, 250, 1667, 14, 26, 74, 19, 321
12;55;55, 0.235, 0.392, 9.771, 9.000, 21.0, 75, 250, 1145, 11, 26, 74, 8, 238
12;55;57, 0.746, -0.667, 9.143, 10.000, 23.0, 75, 250, 851, 3, 26, 74, 8, 232
12;56;00, 0.275, 0.549, 10.242, 8.000, 21.0, 75, 250, 810, 0, 26, 74, 6, 219
12;56;02, 0.235, 0.432, 9.928, 9.000, 21.0, 74, 250, 750, 0, 27, 74, 6, 220
12;56;05, 0.314, 0.353, 9.496, 9.000, 21.0, 74, 250, 750, 0, 27, 74, 6, 219
12;56;07, 0.667, 0.510, 10.202, 8.000, 21.0, 74, 250, 748, 0, 27, 74, 6, 219
12;56;09, 0.824, 0.432, 9.967, 9.000, 20.0, 74, 250, 752, 0, 27, 74, 7, 218
12;56;12, 0.314, 0.667, 9.300, 8.000, 21.0, 75, 250, 749, 0, 27, 74, 7, 218
12;56;14, 0.235, 0.235, 9.221, 8.000, 20.0, 75, 250, 750, 0, 27, 74, 6, 218
12;56;16, 0.746, 0.589, 9.888, 9.000, 27.0, 75, 250, 751, 0, 27, 74, 12, 383
12;56;19, 0.471, 2.197, 9.888, 9.000, 45.0, 75, 250, 1305, 4, 27, 74, 12, 325
12;56;21, 0.863, -0.353, 10.752, 8.000, 22.0, 75, 250, 847, 7, 27, 74, 8, 233
12;56;24, 0.353, 1.295, 9.104, 10.000, 36.0, 75, 250, 833, 2, 27, 74, 7, 262
12;56;26, 0.510, 0.667, 9.378, 9.000, 23.0, 74, 250, 925, 8, 27, 74, 8, 240
12;56;28, 0.706, -0.549, 9.849, 9.000, 23.0, 74, 250, 849, 4, 27, 74, 8, 233
12;56;31, 0.157, 0.314, 11.026, 9.000, 21.0, 74, 250, 753, 0, 27, 74, 7, 220
12;56;33, 0.275, 0.589, 9.418, 9.000, 21.0, 74, 250, 749, 0, 27, 74, 6, 218
12;56;35, 0.432, 0.706, 9.535, 9.000, 21.0, 74, 250, 751, 0, 27, 74, 6, 221
12;56;38, 0.157, 1.020, 10.006, 8.000, 38.0, 74, 250, 1177, 0, 27, 74, 10, 314
12;56;40, 0.314, 1.373, 10.438, 10.000, 44.0, 74, 250, 1110, 9, 27, 74, 14, 433
12;56;42, 0.314, 0.589, 10.477, 9.000, 23.0, 74, 250, 1481, 12, 27, 74, 17, 451
12;56;45, -0.432, 1.844, 9.300, 9.000, 37.0, 74, 250, 1637, 13, 27, 75, 20, 593
12;56;47, -0.039, 1.256, 10.634, 9.000, 25.0, 74, 250, 1936, 16, 27, 75, 26, 669
12;56;49, 0.078, 0.628, 9.614, 9.000, 0.0, 74, 250, 1585, 21, 27, 75, 10, 246
12;56;52, 0.000, 1.256, 8.319, 10.000, 74.0, 74, 250, 1149, 18, 27, 75, 14, 524
12;56;54, 0.589, 1.805, 9.261, 9.000, 46.0, 74, 250, 1460, 23, 27, 75, 18, 526
12;56;56, 1.413, 0.235, 10.242, 8.000, 24.0, 74, 250, 1587, 26, 27, 75, 18, 407
12;56;59, 0.942, 0.078, 10.281, 9.000, 20.0, 75, 250, 1522, 25, 27, 75, 16, 395
12;57;01, 1.099, -0.314, 10.477, 9.000, 3.0, 75, 250, 1472, 24, 27, 75, 15, 242
12;57;03, 1.334, 0.392, 10.320, 8.000, 36.0, 75, 250, 1244, 20, 27, 75, 13, 413
12;57;06, 0.196, 0.863, 9.888, 10.000, 47.0, 75, 250, 1433, 23, 26, 75, 18, 535
12;57;08, 0.863, 0.824, 10.006, 9.000, 18.0, 75, 250, 1594, 26, 26, 75, 17, 245
12;57;10, 0.235, -0.078, 9.025, 9.000, 0.0, 75, 250, 1365, 23, 26, 75, 12, 240
12;57;13, 0.432, -0.824, 10.556, 9.000, 23.0, 75, 250, 850, 20, 26, 75, 8, 233
12;57;15, 0.510, -0.118, 10.124, 9.000, 23.0, 75, 250, 849, 12, 26, 75, 7, 235
12;57;17, 0.628, -0.432, 9.928, 8.000, 23.0, 75, 250, 850, 4, 26, 75, 8, 231
12;57;20, 0.706, -0.039, 9.771, 9.000, 23.0, 76, 250, 853, 1, 26, 75, 8, 233
12;57;22, 0.471, 0.392, 9.457, 8.000, 21.0, 76, 250, 753, 0, 27, 75, 7, 221
12;57;24, 0.392, 0.353, 9.732, 9.000, 21.0, 76, 250, 749, 0, 27, 75, 7, 217
12;57;27, 0.589, 0.235, 10.124, 9.000, 21.0, 76, 250, 748, 0, 27, 75, 6, 219
12;57;29, 0.471, 0.235, 9.888, 10.000, 21.0, 76, 250, 750, 0, 27, 75, 7, 219
12;57;31, 0.785, 0.314, 9.732, 9.000, 21.0, 76, 250, 751, 0, 27, 75, 6, 218
12;57;34, 0.471, 0.392, 9.928, 9.000, 21.0, 76, 250, 749, 0, 27, 75, 7, 218
12;57;36, 0.589, 0.275, 9.496, 8.000, 21.0, 76, 250, 751, 0, 28, 75, 6, 218
12;57;38, 0.549, 0.392, 9.496, 8.000, 21.0, 76, 250, 749, 0, 28, 75, 7, 221
12;57;41, 0.392, 0.432, 9.653, 10.000, 21.0, 76, 250, 748, 0, 28, 75, 6, 219
12;57;43, 0.510, 0.471, 9.418, 10.000, 21.0, 75, 250, 747, 0, 28, 75, 7, 222
12;57;45, 0.746, 0.275, 10.202, 9.000, 21.0, 75, 250, 749, 0, 28, 75, 6, 218
12;57;48, 0.432, 0.235, 10.477, 9.000, 21.0, 75, 250, 748, 0, 28, 75, 6, 219
12;57;50, 0.432, 0.275, 10.006, 9.000, 21.0, 75, 250, 744, 0, 28, 75, 6, 217
12;57;52, 0.589, 0.432, 9.535, 10.000, 21.0, 75, 250, 750, 0, 28, 75, 7, 219
12;57;55, 0.432, 0.196, 10.634, 10.000, 21.0, 75, 250, 749, 0, 28, 75, 6, 219
12;57;57, 0.392, 0.314, 10.556, 9.000, 21.0, 75, 250, 752, 0, 28, 75, 10, 321
12;57;59, -0.746, 2.237, 8.790, 9.000, 49.0, 75, 250, 1266, 4, 28, 75, 13, 413
12;58;02, 0.039, 2.354, 10.320, 9.000, 9.0, 75, 250, 1981, 17, 28, 75, 14, 245
12;58;04, 0.589, 0.549, 10.713, 9.000, 18.0, 75, 250, 894, 18, 28, 75, 12, 322
12;58;06, 0.746, 0.510, 8.947, 9.000, 56.0, 75, 250, 1479, 23, 28, 75, 19, 631
12;58;09, 1.256, 1.334, 10.830, 10.000, 73.0, 74, 250, 1902, 30, 28, 75, 31, 943
12;58;11, 2.472, 1.334, 9.261, 10.000, 5.0, 74, 250, 1290, 39, 28, 75, 9, 239
12;58;13, 0.392, 0.785, 8.751, 10.000, 67.0, 74, 250, 1538, 38, 28, 75, 20, 756
12;58;16, 0.667, 0.785, 8.947, 10.000, 8.0, 74, 250, 1753, 45, 27, 75, 19, 242
12;58;18, 1.373, 0.275, 9.378, 10.000, 20.0, 75, 250, 1636, 42, 27, 75, 18, 412
12;58;20, -0.275, 0.432, 10.242, 10.000, 27.0, 75, 250, 1632, 41, 27, 75, 19, 530
12;58;23, 0.628, 0.196, 10.359, 10.000, 28.0, 75, 250, 1688, 43, 27, 75, 19, 490
12;58;25, 0.432, 0.903, 10.163, 11.000, 25.0, 75, 250, 1610, 42, 26, 75, 19, 679
12;58;28, -0.667, 1.373, 8.907, 10.000, 40.0, 75, 250, 1785, 45, 26, 75, 20, 248
12;58;30, 0.118, 0.628, 10.045, 9.000, 34.0, 76, 250, 1725, 44, 26, 75, 22, 596
12;58;32, -0.039, 0.275, 10.713, 9.000, 28.0, 76, 250, 1819, 46, 26, 75, 22, 445
12;58;35, -0.039, -0.039, 10.713, 10.000, 0.0, 76, 250, 1729, 44, 26, 75, 18, 240
12;58;37, 0.549, 0.157, 9.810, 9.000, 23.0, 76, 250, 1541, 40, 26, 75, 18, 537
12;58;39, 0.824, 0.275, 11.262, 10.000, 50.0, 76, 250, 1668, 42, 26, 75, 21, 647
12;58;42, 0.275, -0.078, 10.281, 10.000, 0.0, 76, 250, 1720, 44, 26, 75, 18, 239
12;58;44, 0.392, 0.471, 9.025, 11.000, 19.0, 76, 250, 857, 41, 26, 75, 11, 257
12;58;46, 0.981, 0.432, 9.653, 10.000, 55.0, 76, 250, 1161, 40, 26, 75, 13, 420
12;58;49, 0.432, 1.844, 9.771, 10.000, 52.0, 76, 250, 1209, 42, 26, 75, 14, 512
