Timestamp [HH;MM;SS], Xacc [m/s^2], Yacc [m/s^2], Zacc [m/s^2], Tvar [C], Engine load [%], Coolant temp [C], Intake pressure [kPa], Engine speed [RPM], Vehicle speed [km/h], Intake air temp [C], Distance with MIL [km], MAF [g/s], Fuel pressure [kPa]
06;42;11, 1.413, 1.413, 9.849, 20.000, 42.0, 18, 250, 1352, 22, 14, 59, 16, 274
06;42;13, 2.354, -0.275, 11.968, 21.000, 0.0, 18, 250, 1124, 19, 14, 59, 11, 219
06;42;16, 0.235, 0.824, 10.202, 20.000, 28.0, 18, 250, 839, 13, 14, 59, 9, 234
06;42;18, -0.039, 0.510, 10.556, 21.000, 37.0, 19, 250, 910, 15, 14, 59, 10, 243
06;42;20, 2.158, 0.157, 9.732, 20.000, 23.0, 19, 250, 975, 15, 14, 60, 10, 239
06;42;23, 4.434, 1.530, 9.692, 20.000, 84.0, 20, 250, 861, 15, 14, 60, 12, 486
06;42;25, 0.275, 1.413, 10.281, 21.000, 71.0, 20, 250, 1219, 19, 14, 60, 15, 434
06;42;27, 1.099, 1.256, 11.144, 20.000, 40.0, 20, 250, 1394, 23, 14, 60, 17, 288
06;42;29, 0.157, 0.118, 8.437, 20.000, 0.0, 20, 250, 1296, 22, 14, 60, 12, 240
06;42;32, 0.706, 1.962, 9.457, 20.000, 76.0, 21, 250, 1126, 18, 14, 60, 14, 415
06;42;34, 0.353, 1.295, 11.105, 20.000, 59.0, 21, 250, 1133, 19, 14, 60, 14, 323
06;42;36, -0.589, 1.687, 8.633, 20.000, 54.0, 21, 250, 1029, 17, 14, 60, 11, 328
06;42;39, 0.235, 1.609, 8.672, 20.000, 76.0, 21, 250, 1147, 18, 14, 60, 13, 266
06;42;41, -0.589, -0.785, 10.595, 21.000, 27.0, 22, 250, 847, 16, 14, 60, 9, 227
06;42;43, 0.000, -1.099, 11.694, 19.000, 26.0, 22, 250, 854, 6, 14, 60, 9, 229
06;42;46, 0.510, 0.235, 10.673, 20.000, 27.0, 23, 250, 856, 0, 14, 60, 8, 223
06;42;48, 0.314, 0.824, 10.320, 19.000, 28.0, 23, 250, 771, 0, 14, 60, 8, 224
06;42;50, 0.078, 1.059, 9.535, 19.000, 30.0, 23, 250, 772, 0, 14, 60, 7, 223
06;42;53, 0.196, 0.824, 10.281, 19.000, 30.0, 24, 250, 762, 0, 14, 60, 7, 218
06;42;55, 0.118, 1.020, 9.967, 19.000, 29.0, 24, 250, 760, 0, 14, 60, 8, 224
06;42;57, 0.157, 1.059, 9.575, 18.000, 30.0, 24, 250, 774, 0, 14, 60, 8, 220
06;43;00, -0.039, 1.020, 10.124, 18.000, 29.0, 24, 250, 775, 0, 14, 60, 8, 217
06;43;02, 0.078, 0.981, 9.771, 18.000, 28.0, 25, 250, 779, 0, 14, 60, 7, 218
06;43;04, 0.392, 1.256, 9.261, 18.000, 28.0, 25, 250, 769, 0, 14, 60, 7, 220
06;43;07, 0.235, 1.020, 10.830, 19.000, 27.0, 25, 250, 780, 0, 14, 60, 8, 221
06;43;09, 0.039, 0.942, 9.457, 18.000, 27.0, 25, 250, 772, 0, 14, 60, 8, 221
06;43;11, 0.392, 1.256, 9.457, 18.000, 29.0, 26, 250, 766, 0, 14, 60, 7, 220
06;43;14, 0.353, 0.981, 10.359, 17.000, 29.0, 26, 250, 761, 0, 14, 60, 7, 220
06;43;16, 0.471, 0.785, 9.692, 18.000, 29.0, 26, 250, 765, 0, 14, 60, 8, 219
06;43;18, 0.157, 1.138, 9.064, 17.000, 30.0, 26, 250, 759, 0, 14, 60, 8, 222
06;43;20, 0.235, 1.295, 9.496, 17.000, 28.0, 26, 250, 775, 0, 14, 60, 8, 220
06;43;23, 0.432, 1.059, 9.888, 17.000, 28.0, 26, 250, 779, 0, 14, 60, 7, 218
06;43;25, 0.275, 0.785, 10.516, 18.000, 29.0, 27, 250, 777, 0, 14, 60, 7, 224
06;43;27, 0.314, 0.785, 9.418, 16.000, 27.0, 27, 250, 783, 0, 14, 60, 8, 218
06;43;30, 0.196, 0.903, 10.595, 18.000, 27.0, 27, 250, 776, 0, 14, 60, 8, 225
06;43;32, 0.275, 0.903, 10.242, 17.000, 28.0, 27, 250, 779, 0, 14, 60, 8, 220
06;43;34, 0.275, 1.177, 9.535, 16.000, 27.0, 27, 250, 768, 0, 14, 60, 7, 224
06;43;37, 0.471, 1.059, 9.614, 16.000, 27.0, 27, 250, 765, 0, 14, 60, 8, 219
06;43;39, 0.628, 1.177, 9.300, 16.000, 27.0, 28, 250, 770, 0, 14, 60, 7, 222
06;43;41, 0.196, 1.059, 9.849, 16.000, 29.0, 28, 250, 763, 0, 14, 60, 7, 218
06;43;44, 0.157, 1.059, 9.535, 16.000, 29.0, 28, 250, 757, 0, 14, 60, 8, 222
06;43;46, 0.471, 1.177, 9.575, 16.000, 29.0, 28, 250, 761, 0, 14, 60, 7, 218
06;43;49, 0.000, 1.138, 10.359, 15.000, 29.0, 28, 250, 767, 0, 14, 60, 17, 357
06;43;51, -0.942, 2.865, 10.124, 16.000, 74.0, 28, 250, 1313, 6, 14, 60, 18, 468
06;43;54, 2.197, 0.942, 7.416, 16.000, 20.0, 29, 250, 904, 17, 14, 60, 10, 278
06;43;56, 3.924, 1.099, 9.849, 16.000, 83.0, 29, 250, 1303, 20, 14, 60, 19, 712
06;43;58, -0.118, 1.687, 9.300, 15.000, 87.0, 29, 250, 1987, 31, 14, 60, 24, 222
06;44;01, 1.059, 1.530, 10.909, 15.000, 58.0, 29, 250, 1333, 33, 14, 60, 16, 520
06;44;03, -1.491, 2.354, 12.164, 15.000, 84.0, 30, 250, 1525, 38, 14, 60, 23, 737
06;44;06, 1.059, -0.118, 10.242, 15.000, 19.0, 30, 250, 912, 43, 14, 60, 11, 231
06;44;08, 0.942, 0.275, 9.457, 14.000, 81.0, 30, 250, 1215, 42, 14, 60, 16, 557
06;44;10, 0.039, 1.727, 8.358, 15.000, 91.0, 31, 250, 1336, 46, 14, 60, 19, 719
06;44;13, 1.256, 1.413, 11.301, 15.000, 27.0, 31, 250, 1476, 51, 14, 60, 18, 226
06;44;15, -0.039, 0.432, 9.182, 15.000, 0.0, 32, 250, 1397, 49, 14, 60, 15, 230
06;44;18, -0.785, 0.903, 10.752, 14.000, 55.0, 32, 250, 1355, 47, 14, 60, 17, 326
06;44;20, -0.118, 0.157, 7.220, 14.000, 44.0, 33, 250, 1417, 49, 14, 60, 16, 227
06;44;23, -0.903, 1.059, 8.633, 15.000, 49.0, 33, 250, 1373, 48, 14, 60, 18, 487
06;44;25, 0.785, 0.628, 8.907, 13.000, 18.0, 34, 250, 1418, 50, 14, 60, 16, 222
06;44;27, 0.196, 1.844, 9.771, 13.000, 76.0, 34, 250, 1356, 47, 14, 60, 19, 690
06;44;30, 0.314, -0.392, 9.221, 13.000, 41.0, 35, 250, 1336, 48, 14, 60, 17, 469
06;44;32, -0.471, 1.844, 10.438, 14.000, 74.0, 35, 250, 1455, 50, 14, 60, 20, 597
06;44;34, 0.432, 0.196, 10.281, 13.000, 0.0, 35, 250, 1436, 51, 14, 60, 16, 222
06;44;36, -0.157, 0.785, 7.848, 15.000, 37.0, 36, 250, 1405, 49, 14, 60, 15, 227
06;44;39, -1.452, -0.981, 6.514, 13.000, 0.0, 36, 250, 1336, 47, 14, 60, 15, 219
06;44;41, 6.239, 0.589, 15.264, 13.000, 0.0, 37, 250, 1281, 44, 14, 60, 14, 218
06;44;43, -0.196, -0.157, 9.614, 14.000, 0.0, 37, 250, 1230, 43, 14, 60, 14, 220
06;44;46, 0.392, 0.118, 10.045, 12.000, 0.0, 37, 250, 1205, 42, 14, 60, 13, 220
06;44;48, 1.530, 0.432, 9.653, 13.000, 0.0, 38, 250, 1168, 41, 14, 60, 13, 220
06;44;50, 0.981, -0.235, 9.575, 12.000, 0.0, 38, 250, 1116, 39, 14, 60, 11, 221
06;44;53, 0.667, -0.235, 10.673, 13.000, 26.0, 38, 250, 849, 33, 14, 60, 9, 227
06;44;55, 0.353, 0.118, 9.261, 12.000, 0.0, 39, 250, 1087, 28, 14, 60, 11, 217
06;44;57, 1.177, 0.314, 9.888, 11.000, 17.0, 39, 250, 877, 22, 14, 60, 8, 221
06;45;00, 0.706, 0.275, 9.339, 12.000, 57.0, 39, 250, 898, 21, 14, 60, 9, 361
06;45;02, 0.196, -0.432, 10.673, 12.000, 24.0, 39, 250, 852, 24, 14, 60, 8, 221
06;45;04, 0.981, -0.903, 10.085, 12.000, 24.0, 39, 250, 868, 15, 14, 60, 8, 221
06;45;07, 0.628, -0.510, 9.732, 12.000, 24.0, 39, 250, 851, 4, 14, 60, 8, 222
06;45;09, 0.196, 0.510, 9.575, 12.000, 24.0, 39, 250, 744, 0, 14, 60, 7, 218
06;45;11, 0.746, 0.510, 10.438, 12.000, 23.0, 39, 250, 750, 0, 14, 60, 7, 219
06;45;14, 0.353, 0.196, 10.516, 12.000, 23.0, 40, 250, 745, 0, 14, 60, 7, 221
06;45;16, 0.275, 0.275, 9.653, 11.000, 23.0, 40, 250, 749, 0, 14, 60, 7, 221
06;45;18, 0.706, 0.196, 10.673, 11.000, 23.0, 40, 250, 749, 0, 14, 60, 7, 222
06;45;20, 0.432, 0.589, 9.378, 12.000, 23.0, 40, 250, 748, 0, 14, 60, 7, 216
06;45;23, 0.510, 0.392, 9.496, 12.000, 22.0, 40, 250, 753, 0, 14, 60, 7, 221
06;45;25, 0.785, 0.471, 10.202, 10.000, 22.0, 40, 250, 751, 0, 14, 60, 7, 213
06;45;27, 0.314, 0.275, 10.595, 12.000, 23.0, 40, 250, 753, 0, 14, 60, 7, 218
06;45;30, 0.628, 0.196, 9.653, 10.000, 45.0, 40, 250, 1483, 0, 14, 60, 19, 298
06;45;32, 0.000, 2.237, 9.888, 11.000, 61.0, 40, 250, 1566, 12, 14, 60, 31, 284
06;45;34, 0.353, 0.314, 9.535, 10.000, 28.0, 40, 250, 847, 18, 14, 60, 13, 295
06;45;37, 0.628, 1.805, 9.575, 10.000, 79.0, 41, 250, 1570, 24, 14, 60, 24, 740
06;45;39, 0.589, 0.746, 9.182, 9.000, 20.0, 41, 250, 873, 32, 14, 60, 11, 244
06;45;41, -0.118, 2.511, 9.457, 11.000, 83.0, 41, 250, 1309, 32, 14, 61, 19, 679
06;45;44, 1.216, 0.903, 9.221, 9.000, 83.0, 41, 250, 1597, 40, 14, 61, 24, 280
06;45;46, 0.589, -0.235, 10.006, 10.000, 6.0, 41, 250, 1597, 41, 14, 61, 17, 236
06;45;48, 0.589, 0.589, 9.810, 10.000, 34.0, 42, 250, 1540, 39, 14, 61, 19, 315
06;45;51, 0.589, 1.413, 8.397, 11.000, 58.0, 42, 250, 1692, 42, 14, 61, 22, 256
06;45;53, 0.549, 0.785, 9.575, 10.000, 38.0, 42, 250, 1693, 43, 14, 61, 23, 316
06;45;55, 1.020, 1.099, 8.751, 8.000, 9.0, 43, 250, 1854, 47, 14, 61, 12, 221
06;45;58, 1.923, 0.235, 10.281, 11.000, 0.0, 43, 250, 1260, 44, 14, 61, 14, 243
06;46;00, 0.667, 0.471, 9.221, 10.000, 17.0, 43, 250, 1208, 42, 14, 61, 13, 243
06;46;02, 0.353, 1.059, 10.359, 9.000, 36.0, 44, 250, 1193, 41, 14, 61, 14, 284
06;46;05, 0.353, 0.471, 9.418, 10.000, 35.0, 44, 250, 1189, 41, 14, 61, 13, 288
06;46;07, 1.177, 1.570, 10.713, 8.000, 51.0, 44, 250, 1222, 43, 14, 61, 14, 284
06;46;09, 0.432, 0.118, 9.300, 10.000, 23.0, 45, 250, 1175, 42, 14, 61, 13, 276
06;46;12, 0.628, 1.334, 10.830, 9.000, 57.0, 45, 250, 1214, 42, 14, 61, 15, 333
06;46;14, -0.078, 0.432, 7.926, 8.000, 51.0, 45, 250, 1266, 44, 14, 61, 15, 316
06;46;16, -0.589, 0.510, 10.006, 9.000, 20.0, 45, 250, 1307, 46, 14, 61, 15, 225
06;46;19, 1.216, 0.118, 8.790, 9.000, 0.0, 46, 250, 1154, 41, 14, 61, 11, 218
06;46;21, 0.706, -0.667, 10.909, 9.000, 23.0, 46, 250, 848, 32, 14, 61, 8, 223
06;46;23, 0.706, -1.295, 9.575, 9.000, 21.0, 46, 250, 892, 17, 14, 61, 8, 222
06;46;26, 1.059, -1.138, 10.124, 9.000, 23.0, 47, 250, 850, 4, 14, 61, 8, 225
06;46;28, 0.589, 0.824, 9.457, 8.000, 21.0, 47, 250, 749, 0, 14, 61, 7, 219
06;46;30, 0.471, 0.314, 9.653, 8.000, 21.0, 47, 250, 744, 0, 14, 61, 6, 218
06;46;33, 0.353, 0.432, 10.438, 8.000, 21.0, 47, 250, 749, 0, 14, 61, 7, 220
06;46;35, 0.589, 0.353, 10.399, 8.000, 21.0, 47, 250, 749, 0, 14, 61, 8, 220
06;46;37, 0.353, 0.471, 9.614, 8.000, 20.0, 47, 250, 751, 0, 14, 61, 12, 310
06;46;40, 0.667, 0.392, 9.810, 8.000, 20.0, 47, 250, 854, 1, 14, 61, 8, 222
06;46;42, 0.432, 0.392, 9.653, 8.000, 21.0, 48, 250, 750, 0, 15, 61, 7, 218
06;46;44, 0.510, 0.353, 10.477, 8.000, 21.0, 48, 250, 750, 0, 15, 61, 6, 219
06;46;46, 0.432, 0.706, 8.947, 7.000, 20.0, 48, 250, 749, 0, 15, 61, 7, 219
06;46;49, 0.432, 0.549, 9.692, 8.000, 21.0, 48, 250, 750, 0, 15, 61, 6, 219
06;46;51, 0.432, 0.510, 10.438, 8.000, 21.0, 48, 250, 751, 0, 15, 61, 7, 217
06;46;53, 0.589, 0.824, 9.418, 7.000, 21.0, 48, 250, 750, 0, 15, 61, 6, 217
06;46;56, 0.432, 0.667, 9.653, 7.000, 20.0, 48, 250, 751, 0, 15, 61, 6, 221
06;46;58, 0.392, 0.353, 10.595, 7.000, 20.0, 48, 250, 749, 0, 15, 61, 7, 219
06;47;00, 0.589, 0.471, 9.692, 8.000, 21.0, 48, 250, 746, 0, 15, 61, 6, 223
06;47;03, 0.549, 0.510, 9.810, 7.000, 21.0, 48, 250, 749, 0, 15, 61, 7, 215
06;47;05, 0.078, 0.667, 9.614, 8.000, 46.0, 48, 250, 1105, 0, 15, 61, 14, 349
06;47;07, 1.177, 2.551, 10.359, 8.000, 67.0, 49, 250, 1632, 12, 15, 61, 33, 317
06;47;10, 1.373, 0.196, 10.516, 7.000, 30.0, 49, 250, 1194, 19, 15, 61, 14, 427
06;47;12, 0.471, 2.433, 9.104, 6.000, 65.0, 49, 250, 1681, 26, 15, 61, 27, 597
06;47;14, -1.648, 0.628, 12.125, 7.000, 0.0, 49, 250, 1579, 34, 15, 61, 10, 224
06;47;17, 1.962, 0.471, 11.537, 8.000, 78.0, 49, 250, 1358, 34, 15, 61, 19, 721
06;47;19, 0.275, 1.570, 12.361, 7.000, 84.0, 49, 250, 1639, 41, 15, 61, 25, 817
06;47;21, 0.667, -0.314, 10.202, 7.000, 16.0, 49, 250, 896, 46, 15, 61, 14, 286
06;47;23, 1.177, -0.118, 12.086, 5.000, 67.0, 50, 250, 1339, 46, 15, 61, 17, 475
06;47;26, 1.805, 0.157, 11.066, 6.000, 58.0, 50, 250, 1431, 50, 15, 61, 18, 352
06;47;28, 0.706, 2.237, 9.418, 5.000, 45.0, 50, 250, 1461, 51, 14, 61, 18, 358
06;47;30, 0.706, -1.020, 11.066, 7.000, 0.0, 51, 250, 1440, 51, 14, 61, 16, 319
06;47;33, 1.059, 0.353, 9.771, 7.000, 62.0, 51, 250, 1425, 49, 14, 61, 20, 678
06;47;35, 1.373, 0.706, 13.616, 6.000, 60.0, 51, 250, 1558, 54, 15, 61, 19, 249
06;47;37, 1.256, 0.196, 9.928, 6.000, 6.0, 52, 250, 1497, 53, 14, 61, 17, 332
06;47;40, 1.766, -0.510, 9.732, 6.000, 0.0, 52, 250, 1420, 50, 14, 61, 13, 228
06;47;42, 1.491, -4.395, 10.830, 7.000, 30.0, 52, 250, 859, 21, 15, 61, 8, 233
06;47;45, 0.667, 0.589, 9.221, 6.000, 31.0, 53, 250, 844, 0, 14, 61, 7, 222
06;47;47, 0.589, 0.471, 9.575, 5.000, 32.0, 53, 250, 750, 0, 15, 61, 6, 222
06;47;49, 0.628, 0.510, 10.163, 4.000, 32.0, 53, 250, 740, 0, 15, 61, 6, 223
06;47;52, 0.549, 0.353, 9.692, 5.000, 32.0, 54, 250, 746, 0, 15, 61, 7, 223
06;47;54, 0.275, 0.314, 10.477, 4.000, 31.0, 54, 250, 750, 0, 15, 61, 7, 223
06;47;57, 0.314, 0.353, 9.418, 5.000, 32.0, 54, 250, 749, 0, 15, 61, 7, 221
06;47;59, 0.667, 0.314, 10.320, 5.000, 32.0, 54, 250, 746, 0, 15, 61, 7, 222
06;48;02, 0.314, 0.392, 9.496, 4.000, 32.0, 54, 250, 750, 0, 15, 61, 7, 223
06;48;04, 0.196, 0.275, 9.535, 5.000, 32.0, 54, 250, 748, 0, 15, 61, 7, 222
06;48;06, 0.589, 0.353, 9.575, 4.000, 33.0, 54, 250, 741, 0, 15, 61, 7, 223
06;48;09, 0.471, 0.471, 9.771, 4.000, 32.0, 54, 250, 752, 0, 15, 61, 7, 224
06;48;11, 1.059, 1.177, 10.320, 4.000, 48.0, 54, 250, 1474, 0, 15, 61, 10, 419
06;48;14, -0.039, 2.354, 10.673, 4.000, 59.0, 55, 250, 2108, 17, 15, 61, 17, 236
06;48;16, 1.413, 1.413, 11.301, 4.000, 77.0, 55, 250, 1130, 19, 15, 61, 16, 668
06;48;19, -0.314, 2.158, 8.240, 4.000, 78.0, 55, 250, 1849, 29, 15, 61, 31, 253
06;48;21, 0.628, 0.235, 9.692, 5.000, 21.0, 55, 250, 890, 34, 15, 61, 13, 362
06;48;23, 1.766, 1.687, 10.595, 4.000, 80.0, 55, 250, 1460, 36, 15, 61, 21, 749
06;48;26, 0.706, 2.158, 8.986, 3.000, 76.0, 55, 250, 1767, 44, 15, 61, 13, 238
06;48;28, 0.432, 0.353, 9.928, 5.000, 54.0, 55, 250, 1267, 44, 15, 62, 15, 552
06;48;30, -0.196, 0.863, 10.163, 2.000, 70.0, 56, 250, 1354, 47, 15, 62, 16, 560
06;48;33, 0.235, 0.235, 12.243, 4.000, 72.0, 56, 250, 1449, 50, 15, 62, 18, 556
06;48;35, 1.570, -0.039, 9.104, 4.000, 18.0, 56, 250, 1491, 53, 15, 62, 17, 232
06;48;37, 0.353, -0.157, 8.829, 4.000, 25.0, 57, 250, 1455, 50, 15, 62, 16, 376
06;48;40, 0.824, -0.118, 10.556, 4.000, 0.0, 57, 250, 1362, 48, 15, 62, 14, 230
06;48;42, 0.746, 0.196, 9.967, 3.000, 0.0, 57, 250, 1231, 43, 15, 62, 12, 232
06;48;45, 1.138, -3.571, 9.378, 3.000, 28.0, 58, 250, 848, 25, 15, 62, 8, 229
06;48;47, 0.667, 1.059, 9.143, 3.000, 22.0, 58, 250, 845, 0, 15, 62, 7, 226
06;48;49, 0.471, 0.275, 10.399, 4.000, 27.0, 58, 250, 748, 0, 15, 62, 6, 222
06;48;52, 0.510, 0.353, 9.732, 2.000, 28.0, 59, 250, 752, 0, 15, 62, 6, 222
06;48;54, 0.628, 0.196, 10.438, 2.000, 29.0, 59, 250, 747, 0, 15, 62, 7, 221
06;48;56, 0.510, 0.432, 9.378, 4.000, 28.0, 59, 250, 748, 0, 15, 62, 7, 221
06;48;59, 0.314, 0.314, 10.477, 4.000, 28.0, 59, 250, 748, 0, 15, 62, 7, 222
06;49;01, 0.589, 0.392, 9.810, -1.000, 28.0, 59, 250, 751, 0, 15, 62, 6, 223
06;49;04, 0.353, 0.353, 10.202, 3.000, 28.0, 59, 250, 750, 0, 15, 62, 6, 222
06;49;06, 0.275, 0.432, 9.575, -1.000, 28.0, 59, 250, 751, 0, 15, 62, 6, 222
06;49;08, 0.589, 0.628, 9.732, 4.000, 28.0, 59, 250, 753, 0, 15, 62, 7, 220
06;49;11, 0.196, 0.314, 10.399, 2.000, 28.0, 59, 250, 748, 0, 15, 62, 6, 221
06;49;13, 0.196, 1.923, 9.614, 3.000, 43.0, 59, 250, 1475, 3, 16, 62, 9, 326
06;49;15, 0.471, 1.256, 10.281, 2.000, 36.0, 59, 250, 1708, 14, 16, 62, 13, 244
06;49;18, -0.039, 0.078, 10.673, 1.000, 22.0, 60, 250, 878, 14, 16, 62, 8, 229
06;49;20, -0.432, -0.157, 10.869, 0.000, 64.0, 60, 250, 819, 13, 16, 62, 9, 350
06;49;22, 0.392, 2.197, 9.300, -1.000, 78.0, 60, 250, 1294, 20, 16, 62, 20, 744
06;49;25, 1.570, 0.118, 10.399, 2.000, 28.0, 60, 250, 940, 30, 15, 62, 9, 249
06;49;27, 0.432, 0.589, 10.006, -1.000, 65.0, 60, 250, 1210, 30, 15, 62, 14, 508
06;49;30, 0.942, 0.196, 9.614, -1.000, 0.0, 60, 250, 1310, 33, 15, 62, 14, 236
06;49;32, 2.433, -0.039, 9.575, -1.000, 0.0, 60, 250, 1162, 30, 15, 62, 12, 231
06;49;34, 4.513, 0.235, 9.692, -3.000, 0.0, 60, 250, 1006, 26, 15, 62, 10, 248
06;49;37, 0.235, 0.824, 10.556, -1.000, 83.0, 60, 250, 1054, 26, 15, 62, 13, 534
06;49;39, 0.353, 0.432, 10.713, -1.000, 58.0, 60, 250, 1311, 33, 15, 62, 16, 429
06;49;41, 0.314, 0.353, 10.713, -1.000, 45.0, 61, 250, 1471, 37, 15, 62, 18, 456
06;49;44, 0.510, 0.942, 10.438, 0.000, 37.0, 61, 250, 1582, 40, 15, 62, 19, 419
06;49;46, 0.628, -0.078, 10.399, -2.000, 27.0, 61, 250, 1588, 40, 15, 62, 17, 439
06;49;48, 0.471, 0.510, 11.223, -1.000, 51.0, 61, 250, 1628, 41, 15, 62, 22, 526
06;49;51, 0.942, 0.157, 9.653, -4.000, 30.0, 61, 250, 870, 42, 15, 62, 10, 255
06;49;53, 0.628, 1.530, 9.653, -1.000, 82.0, 61, 250, 1168, 40, 15, 62, 14, 573
06;49;56, 0.275, 0.078, 10.634, -2.000, 2.0, 61, 250, 1196, 43, 15, 62, 13, 236
06;49;58, 1.216, -0.235, 8.790, -1.000, 9.0, 62, 250, 1129, 40, 15, 62, 12, 324
06;50;00, -0.078, 0.706, 10.006, -1.000, 80.0, 62, 250, 1160, 40, 15, 62, 15, 550
06;50;03, 1.099, -0.471, 11.654, 0.000, 29.0, 62, 250, 1252, 43, 15, 62, 14, 357
06;50;05, -0.039, 0.196, 9.810, 0.000, 29.0, 62, 250, 875, 41, 15, 62, 8, 235
06;50;07, 0.275, -1.216, 9.849, -2.000, 26.0, 62, 250, 956, 33, 15, 62, 10, 268
06;50;10, 0.863, -1.099, 8.947, -3.000, 26.0, 63, 250, 890, 22, 15, 62, 8, 246
06;50;12, 0.824, -0.863, 10.242, 0.000, 27.0, 63, 250, 842, 7, 15, 62, 7, 234
06;50;14, 0.706, 0.589, 9.967, -2.000, 26.0, 63, 250, 756, 0, 15, 62, 7, 220
06;50;17, 0.432, 0.549, 9.457, -3.000, 27.0, 63, 250, 751, 0, 15, 62, 7, 218
06;50;19, 0.785, 0.353, 10.045, -2.000, 28.0, 63, 250, 750, 0, 15, 62, 6, 221
06;50;22, 0.589, 0.628, 10.281, -4.000, 26.0, 63, 250, 753, 0, 15, 62, 6, 221
06;50;24, 0.863, 0.392, 9.928, -1.000, 27.0, 63, 250, 748, 0, 15, 62, 7, 220
06;50;26, 0.471, 0.392, 9.849, -3.000, 27.0, 63, 250, 752, 0, 15, 62, 6, 220
06;50;29, 0.706, 0.549, 9.849, -4.000, 26.0, 63, 250, 748, 0, 16, 62, 7, 220
06;50;31, 0.549, 0.432, 10.085, -2.000, 28.0, 63, 250, 749, 0, 16, 62, 6, 221
06;50;33, 0.353, 0.392, 10.399, -2.000, 27.0, 63, 250, 749, 0, 16, 62, 6, 221
06;50;36, -0.039, 1.020, 10.281, -3.000, 43.0, 63, 250, 1637, 0, 16, 62, 15, 475
06;50;38, -0.157, 2.629, 10.281, -4.000, 72.0, 63, 250, 2024, 16, 16, 62, 23, 247
06;50;40, 0.000, 0.235, 10.320, -3.000, 60.0, 64, 250, 1144, 19, 16, 62, 15, 600
06;50;43, 0.589, 2.158, 10.673, -1.000, 78.0, 64, 250, 1791, 28, 16, 62, 29, 767
06;50;45, 0.981, -0.314, 10.791, -3.000, 3.0, 64, 250, 2181, 36, 16, 62, 24, 300
06;50;48, -0.471, -0.275, 10.045, -3.000, 1.0, 64, 250, 2057, 34, 16, 62, 23, 317
06;50;50, 0.942, 0.942, 9.928, -3.000, 62.0, 64, 250, 2079, 33, 16, 62, 35, 818
06;50;52, 0.039, 1.491, 8.672, -4.000, 16.0, 64, 250, 2813, 44, 15, 62, 23, 235
06;50;55, 0.746, -0.039, 10.281, -3.000, 14.0, 64, 250, 1013, 45, 15, 62, 15, 374
06;50;57, 0.000, 1.844, 12.439, -3.000, 76.0, 65, 250, 1308, 45, 15, 62, 16, 425
06;50;59, 1.373, 0.510, 9.025, -4.000, 0.0, 65, 250, 1277, 45, 15, 63, 13, 236
06;51;02, 0.824, -0.353, 8.829, -4.000, 0.0, 65, 250, 1159, 41, 15, 63, 12, 236
06;51;04, 0.863, -0.785, 10.909, -4.000, 0.0, 65, 250, 1049, 37, 15, 63, 10, 233
06;51;06, 0.549, -0.549, 10.595, -4.000, 27.0, 66, 250, 831, 28, 15, 63, 7, 233
06;51;09, 0.746, -1.177, 8.829, -4.000, 25.0, 66, 250, 853, 15, 15, 63, 8, 237
06;51;11, 0.667, -0.863, 10.869, -3.000, 26.0, 66, 250, 853, 3, 15, 63, 8, 237
