Timestamp [HH;MM;SS], Xacc [m/s^2], Yacc [m/s^2], Zacc [m/s^2], Tvar [C], Engine load [%], Coolant temp [C], Intake pressure [kPa], Engine speed [RPM], Vehicle speed [km/h], Intake air temp [C], Distance with MIL [km], MAF [g/s], Fuel pressure [kPa]
09;44;43, -0.510, 1.295, 9.261, 55.000, 70.0, 74, 250, 1365, 19, 35, 47, 16, 723
09;44;45, 0.118, 2.472, 9.653, 55.000, 76.0, 74, 250, 1882, 29, 35, 47, 26, 242
09;44;48, 0.589, 0.432, 10.830, 55.000, 26.0, 74, 250, 1372, 33, 35, 47, 14, 535
09;44;50, 0.942, 1.334, 9.535, 55.000, 72.0, 74, 250, 1513, 38, 34, 47, 20, 774
09;44;52, 0.392, 0.706, 10.713, 55.000, 75.0, 74, 250, 1818, 45, 34, 47, 22, 245
09;44;55, -0.510, -0.078, 10.869, 55.000, 30.0, 74, 250, 1338, 47, 34, 47, 16, 607
09;44;57, 0.746, 0.785, 11.144, 54.000, 64.0, 74, 250, 1451, 50, 34, 47, 18, 657
09;44;59, 2.119, 0.275, 12.243, 56.000, 60.0, 75, 250, 1562, 54, 34, 48, 20, 619
09;45;02, 0.432, 0.314, 10.163, 55.000, 0.0, 75, 250, 1593, 56, 34, 48, 17, 367
09;45;04, -0.039, 0.471, 8.397, 55.000, 47.0, 75, 250, 1595, 56, 34, 48, 19, 600
09;45;06, 0.078, 0.785, 9.888, 56.000, 54.0, 75, 250, 1676, 58, 34, 48, 21, 653
09;45;09, 0.196, 1.373, 8.397, 54.000, 36.0, 76, 250, 1728, 60, 34, 48, 20, 509
09;45;11, 0.314, -0.353, 11.183, 56.000, 0.0, 76, 250, 1694, 60, 34, 48, 18, 286
09;45;13, 1.295, -0.589, 11.066, 56.000, 47.0, 76, 250, 1667, 58, 33, 48, 20, 605
09;45;16, 0.863, 0.471, 9.143, 54.000, 0.0, 76, 250, 1658, 58, 33, 48, 17, 241
09;45;18, 0.903, -0.353, 10.909, 55.000, 0.0, 76, 250, 1512, 54, 33, 48, 15, 244
09;45;20, 1.295, -0.667, 10.163, 54.000, 5.0, 76, 250, 1191, 43, 33, 48, 8, 237
09;45;23, -0.196, -1.609, 8.790, 55.000, 0.0, 76, 250, 1291, 34, 33, 48, 13, 240
09;45;25, 0.392, -0.589, 10.477, 55.000, 0.0, 76, 250, 1157, 30, 33, 48, 11, 237
09;45;27, 1.216, -1.256, 9.221, 56.000, 23.0, 76, 250, 851, 23, 33, 48, 7, 231
09;45;30, 1.216, -0.706, 10.202, 55.000, 23.0, 76, 250, 865, 11, 33, 48, 7, 234
09;45;32, 0.706, -0.275, 10.006, 54.000, 23.0, 76, 250, 850, 4, 34, 48, 7, 233
09;45;34, 0.392, 0.510, 9.849, 54.000, 21.0, 76, 250, 747, 0, 34, 48, 6, 221
09;45;36, 0.667, 0.510, 9.614, 56.000, 20.0, 75, 250, 752, 0, 34, 48, 7, 219
09;45;39, 0.706, 0.314, 9.614, 56.000, 20.0, 75, 250, 748, 0, 34, 48, 6, 218
09;45;41, 0.510, 0.392, 9.418, 56.000, 20.0, 75, 250, 749, 0, 34, 48, 7, 219
09;45;43, 0.667, 0.353, 9.300, 55.000, 20.0, 75, 250, 751, 0, 34, 48, 6, 218
09;45;46, 0.549, 0.549, 9.496, 59.000, 20.0, 75, 250, 752, 0, 34, 48, 5, 216
09;45;48, 0.275, 0.275, 8.751, 56.000, 20.0, 75, 250, 749, 0, 34, 48, 6, 220
09;45;50, 0.549, 0.432, 9.575, 56.000, 20.0, 75, 250, 750, 0, 34, 48, 7, 220
09;45;53, 0.549, 0.392, 9.457, 55.000, 20.0, 75, 250, 748, 0, 34, 48, 6, 220
09;45;55, 0.275, 0.235, 9.496, 55.000, 20.0, 74, 250, 751, 0, 34, 48, 6, 220
09;45;57, 0.392, 0.275, 10.006, 56.000, 21.0, 74, 250, 751, 0, 35, 48, 7, 220
09;46;00, -0.863, 1.373, 9.967, 56.000, 44.0, 74, 250, 1363, 1, 35, 48, 13, 410
09;46;02, 0.392, 0.078, 10.202, 56.000, 25.0, 74, 250, 848, 10, 35, 48, 13, 394
09;46;05, 0.432, 2.708, 9.378, 56.000, 51.0, 74, 250, 2083, 16, 35, 48, 17, 248
09;46;07, 0.157, 1.177, 10.595, 55.000, 44.0, 74, 250, 1258, 18, 35, 48, 14, 610
09;46;09, 1.373, 0.824, 11.340, 56.000, 69.0, 74, 250, 1689, 27, 35, 48, 24, 882
09;46;12, 0.628, -0.589, 10.869, 54.000, 20.0, 74, 250, 982, 34, 35, 48, 15, 401
09;46;14, 2.001, 1.099, 11.654, 55.000, 71.0, 74, 250, 1465, 36, 35, 48, 19, 758
09;46;16, 0.942, 1.766, 9.221, 56.000, 72.0, 74, 250, 1715, 43, 34, 48, 24, 869
09;46;19, 0.549, -0.981, 11.654, 54.000, 36.0, 74, 250, 885, 46, 34, 48, 15, 479
09;46;21, 1.609, 0.746, 10.987, 56.000, 74.0, 75, 250, 1375, 48, 34, 48, 17, 736
09;46;23, 0.824, 0.196, 9.653, 55.000, 73.0, 75, 250, 1519, 53, 34, 48, 20, 744
09;46;26, 0.000, -0.196, 9.025, 55.000, 0.0, 75, 250, 1615, 56, 34, 48, 17, 305
09;46;28, 0.039, 1.256, 8.437, 56.000, 47.0, 76, 250, 1593, 55, 34, 48, 19, 611
09;46;30, 0.667, 0.510, 8.829, 56.000, 50.0, 76, 250, 1663, 58, 34, 48, 20, 622
