Timestamp [HH;MM;SS], Xacc [m/s^2], Yacc [m/s^2], Zacc [m/s^2], Tvar [C], Engine load [%], Coolant temp [C], Intake pressure [kPa], Engine speed [RPM], Vehicle speed [km/h], Intake air temp [C], Distance with MIL [km], MAF [g/s], Fuel pressure [kPa]
08;09;34, 1.727, -0.275, 10.634, 20.000, 55.0, 63, 250, 1685, 42, 22, 30, 23, 655
08;09;36, 0.314, -0.039, 9.614, 20.000, 21.0, 63, 250, 908, 44, 22, 30, 13, 368
08;09;39, 0.314, 1.020, 9.810, 19.000, 58.0, 64, 250, 1285, 45, 22, 31, 15, 498
08;09;41, 1.413, 0.078, 10.516, 20.000, 56.0, 64, 250, 1365, 47, 22, 31, 16, 515
08;09;43, 0.628, -0.510, 9.967, 18.000, 0.0, 64, 250, 1332, 46, 22, 31, 14, 238
08;09;46, 1.923, -0.078, 10.320, 20.000, 0.0, 64, 250, 1140, 40, 22, 31, 12, 234
08;09;48, 0.235, 0.510, 10.556, 18.000, 30.0, 64, 250, 1085, 37, 22, 31, 11, 321
08;09;51, 0.510, 0.157, 9.692, 19.000, 41.0, 64, 250, 1070, 37, 22, 31, 12, 342
08;09;53, -0.628, 0.078, 9.496, 19.000, 67.0, 65, 250, 1119, 39, 22, 31, 13, 454
08;09;56, 0.118, 1.727, 9.732, 18.000, 62.0, 65, 250, 1200, 42, 22, 31, 14, 403
08;09;58, 0.785, 1.570, 8.437, 19.000, 82.0, 65, 250, 1260, 44, 22, 31, 16, 711
08;10;00, 0.785, -0.785, 10.752, 19.000, 0.0, 65, 250, 1333, 47, 22, 31, 14, 239
08;10;03, 0.824, -1.099, 11.105, 19.000, 0.0, 65, 250, 1246, 44, 22, 31, 12, 236
08;10;05, -0.118, 0.078, 10.045, 19.000, 0.0, 65, 250, 1161, 41, 22, 31, 12, 236
08;10;07, -0.118, 0.824, 10.320, 18.000, 34.0, 65, 250, 1114, 38, 22, 31, 11, 344
08;10;10, 0.589, 0.314, 9.771, 19.000, 0.0, 66, 250, 1093, 39, 22, 31, 12, 240
08;10;12, 0.118, -0.078, 10.045, 18.000, 27.0, 66, 250, 1037, 36, 22, 31, 11, 349
08;10;14, 0.353, 0.118, 9.614, 19.000, 4.0, 66, 250, 1068, 38, 22, 31, 11, 241
08;10;17, 0.235, -0.275, 9.339, 18.000, 10.0, 66, 250, 1010, 35, 22, 31, 10, 235
08;10;19, 0.706, -0.392, 8.476, 19.000, 25.0, 66, 250, 866, 32, 22, 31, 7, 232
08;10;21, 0.157, 0.275, 10.320, 18.000, 0.0, 66, 250, 1157, 30, 22, 31, 11, 238
08;10;24, 0.549, -0.078, 9.771, 20.000, 0.0, 66, 250, 1014, 26, 22, 31, 10, 231
08;10;26, 0.314, -0.157, 10.320, 19.000, 26.0, 66, 250, 837, 23, 22, 31, 8, 233
08;10;28, 0.275, -0.903, 10.399, 18.000, 26.0, 66, 250, 848, 18, 22, 31, 7, 233
08;10;31, 0.432, -1.020, 10.163, 19.000, 26.0, 66, 250, 852, 8, 22, 31, 8, 234
08;10;33, 0.118, 0.353, 10.045, 19.000, 24.0, 66, 250, 820, 0, 22, 31, 7, 222
08;10;35, -0.039, -0.039, 10.556, 18.000, 25.0, 66, 250, 746, 0, 22, 31, 7, 220
08;10;38, 0.392, 0.392, 9.418, 19.000, 25.0, 66, 250, 748, 0, 22, 31, 6, 219
08;10;40, 0.235, 0.510, 9.339, 19.000, 27.0, 66, 250, 748, 0, 23, 31, 6, 220
08;10;42, 0.196, 0.432, 10.556, 19.000, 24.0, 66, 250, 764, 0, 22, 31, 11, 353
08;10;45, 0.196, 2.040, 10.516, 18.000, 65.0, 66, 250, 1132, 7, 22, 31, 18, 627
08;10;47, 0.392, 0.549, 10.791, 18.000, 0.0, 66, 250, 1311, 18, 23, 31, 8, 247
08;10;49, 0.314, 1.177, 10.752, 19.000, 81.0, 66, 250, 1180, 18, 23, 31, 15, 673
08;10;52, 0.196, 1.216, 10.438, 19.000, 74.0, 66, 250, 1789, 28, 23, 31, 27, 939
08;10;54, -0.157, -0.235, 10.124, 17.000, 27.0, 66, 250, 914, 36, 22, 31, 10, 284
08;10;56, -1.059, 1.138, 10.791, 18.000, 75.0, 66, 250, 1421, 35, 22, 31, 19, 761
08;10;59, -0.078, 1.962, 8.868, 17.000, 75.0, 67, 250, 1672, 42, 22, 31, 23, 844
08;11;01, 0.118, -0.235, 10.242, 19.000, 24.0, 67, 250, 859, 45, 22, 31, 14, 421
08;11;03, 0.039, 1.452, 9.575, 18.000, 63.0, 67, 250, 1301, 45, 22, 31, 16, 543
08;11;06, -0.785, 0.628, 9.575, 17.000, 49.0, 67, 250, 1373, 48, 22, 31, 17, 543
08;11;08, 1.020, 0.471, 9.575, 18.000, 0.0, 67, 250, 1441, 51, 22, 31, 16, 319
08;11;10, 0.275, 0.353, 10.242, 17.000, 0.0, 68, 250, 1394, 49, 22, 31, 15, 239
08;11;13, 0.078, 0.824, 9.457, 17.000, 0.0, 68, 250, 1301, 46, 22, 31, 13, 239
08;11;15, 0.118, 0.863, 10.242, 18.000, 0.0, 68, 250, 1204, 42, 22, 31, 13, 240
08;11;17, -0.785, 1.766, 10.124, 18.000, 78.0, 68, 250, 1164, 40, 22, 31, 13, 642
08;11;19, 1.491, -0.078, 10.477, 17.000, 14.0, 68, 250, 1244, 44, 22, 31, 14, 316
08;11;22, 0.196, 0.157, 9.339, 16.000, 37.0, 69, 250, 1254, 44, 22, 31, 14, 408
08;11;24, -1.295, -0.275, 8.907, 17.000, 39.0, 69, 250, 1244, 44, 22, 31, 14, 259
08;11;26, -0.118, 0.353, 9.339, 17.000, 0.0, 69, 250, 1183, 41, 22, 32, 12, 236
08;11;29, 0.196, 0.314, 9.810, 17.000, 0.0, 69, 250, 1075, 38, 22, 32, 11, 233
08;11;31, 0.667, 0.157, 10.477, 17.000, 12.0, 69, 250, 977, 34, 22, 32, 10, 238
08;11;33, 0.000, 0.118, 9.967, 18.000, 20.0, 69, 250, 924, 32, 22, 32, 7, 230
08;11;36, -0.314, -0.510, 10.281, 17.000, 0.0, 69, 250, 1165, 29, 22, 32, 12, 360
08;11;38, -0.353, -0.628, 10.085, 17.000, 0.0, 70, 250, 1114, 28, 22, 32, 12, 239
08;11;40, -0.392, -0.353, 10.438, 17.000, 11.0, 70, 250, 936, 24, 22, 32, 9, 226
08;11;43, 0.432, -0.039, 9.496, 16.000, 25.0, 70, 250, 842, 22, 22, 32, 8, 234
08;11;45, 0.314, -0.118, 10.163, 18.000, 24.0, 70, 250, 885, 21, 23, 32, 9, 247
08;11;47, 0.157, -0.432, 10.477, 17.000, 25.0, 70, 250, 828, 14, 23, 32, 7, 233
08;11;50, 0.039, -0.589, 9.653, 16.000, 25.0, 70, 250, 846, 6, 23, 32, 8, 235
08;11;52, 0.235, -0.235, 9.496, 16.000, 24.0, 70, 250, 848, 0, 23, 32, 6, 223
08;11;54, -0.039, 0.196, 10.045, 16.000, 26.0, 70, 250, 750, 0, 23, 32, 7, 220
08;11;57, 0.275, 0.549, 9.653, 17.000, 26.0, 70, 250, 745, 0, 23, 32, 7, 224
08;11;59, 0.039, 0.039, 9.810, 17.000, 24.0, 70, 250, 753, 0, 23, 32, 6, 219
08;12;01, 0.353, 0.314, 9.418, 18.000, 24.0, 70, 250, 750, 0, 23, 32, 6, 220
08;12;04, 0.157, 0.549, 10.124, 17.000, 25.0, 70, 250, 749, 0, 23, 32, 6, 219
08;12;06, 0.118, 0.118, 9.692, 17.000, 25.0, 70, 250, 749, 0, 23, 32, 7, 218
08;12;08, -0.118, 0.432, 9.339, 16.000, 25.0, 70, 250, 748, 0, 23, 32, 6, 221
08;12;11, 0.235, 0.157, 10.595, 18.000, 24.0, 70, 250, 746, 0, 23, 32, 7, 221
08;12;13, 0.078, 0.196, 9.104, 18.000, 25.0, 70, 250, 751, 0, 23, 32, 6, 220
08;12;15, -0.118, 0.353, 10.163, 18.000, 25.0, 70, 250, 751, 0, 23, 32, 7, 218
08;12;18, 0.196, 0.235, 10.673, 17.000, 24.0, 70, 250, 749, 0, 23, 32, 7, 222
08;12;20, 0.157, 0.039, 9.378, 17.000, 25.0, 70, 250, 752, 0, 23, 32, 7, 216
08;12;22, 0.078, 0.392, 9.849, 16.000, 25.0, 70, 250, 759, 0, 23, 32, 6, 221
08;12;24, 0.078, 0.039, 10.045, 17.000, 24.0, 70, 250, 752, 0, 23, 32, 7, 219
08;12;27, -0.078, 0.746, 9.496, 17.000, 42.0, 70, 250, 1242, 0, 24, 32, 12, 336
08;12;29, 0.000, 2.119, 9.692, 16.000, 62.0, 70, 250, 1548, 12, 24, 32, 26, 282
08;12;31, 0.275, 0.000, 10.399, 17.000, 29.0, 70, 250, 857, 17, 24, 32, 11, 317
08;12;34, 0.824, 1.570, 10.359, 16.000, 80.0, 70, 250, 1295, 20, 24, 32, 18, 744
